url,inbound_internal_link_count,outbound_internal_link_count,unique_source_pages,click_depth_from_homepage,reachable_from_homepage,in_degree,out_degree,weak_component_id,component_size,pagerank,topic_cluster,links_from_hubs,links_from_observed_high_traffic_pages,anchor_text_distribution,orphan_status,near_orphan_status,dead_end_status,observed_28d_visitors,observed_high_traffic,link_evidence
https://www.suvroghosh.in/blog/artificial-intelligence/open-ai-astra-broke-mathematics,9,62,8,2,true,8,22,component-001,935,0.0013757827,category:artificial-intelligence,5,1,the machine that ate ten theorems: how openai's unreleased astra model produced ten mathematical advances ai & technology 2 aug 2026 (4) | article artificial intelligence the machine that ate ten theorems: how openai's unreleased astra model produced ten mathematical advances updated 2 aug 2026 (2) | ← newer post the machine that ate ten theorems: how openai's unreleased astra model produced ten mathematical advances artificial intelligence · 2 aug 2026 (1) | artificial intelligence the machine that ate ten theorems: how openai's unreleased astra model produced ten mathematical advances shared topics: astra · openai (1) | older post → the machine that ate ten theorems: how openai's unreleased astra model produced ten mathematical advances artificial intelligence · 2 aug 2026 (1),linked,false,false,10,true,rendered_dom
https://www.suvroghosh.in/blog/artificial-intelligence/physics-and-deep-neural-networks-calcutta-scale-story,10,62,10,2,true,10,22,component-001,935,0.0005641988,category:artificial-intelligence,5,0,why physics keeps sneaking into deep learning ai & technology 22 may 2026 (5) | ← newer post why physics keeps sneaking into deep learning artificial intelligence · 22 may 2026 (1) | artificial intelligence why physics keeps sneaking into deep learning shared topics: deep learning · model (1) | artificial intelligence why physics keeps sneaking into deep learning shared topics: diffusion (1) | artificial intelligence why physics keeps sneaking into deep learning shared topics: diffusion · physics (1) | older post → why physics keeps sneaking into deep learning artificial intelligence · 22 may 2026 (1),linked,false,false,1,false,rendered_dom
https://www.suvroghosh.in/blog/calcutta/the-zeitgeist-of-calcutta-has-changed,18,64,16,2,true,16,24,component-001,935,0.0004577576,category:calcutta,8,0,"the zeitgeist of calcutta has changed essays 15 may 2026 (6) | song calcutta the zeitgeist of calcutta has changed 15 may 2026 (2) | song calcutta the zeitgeist of calcutta has changed a sharp, personal essay on how kolkata’s moral weather has shifted from old neighborhood shame to new public display, nightlife, selfishness, religiosity, and everyday duplicity. 15 may 2026 (2) | ← newer post the zeitgeist of calcutta has changed calcutta · 15 may 2026 (1) | calcutta the zeitgeist of calcutta has changed shared topics: bar (1) | calcutta the zeitgeist of calcutta has changed shared topics: fish (1) | calcutta the zeitgeist of calcutta has changed shared topics: pleasure (1) | calcutta the zeitgeist of calcutta has changed shared topics: somebody (1) | calcutta the zeitgeist of calcutta has changed shared topics: somebody · tea (1) | calcutta the zeitgeist of calcutta has changed shared topics: speaks · tea (1) | older post → the zeitgeist of calcutta has changed calcutta · 15 may 2026 (1)",linked,false,false,5,false,rendered_dom
https://www.suvroghosh.in/blog/climate/calcutta-summer-of-2026,16,64,13,2,true,13,24,component-001,935,0.0016231492,category:climate,8,1,"the calcutta summer of 2026 science & systems 18 may 2026 (5) | song climate the calcutta summer of 2026 18 may 2026 (2) | song climate the calcutta summer of 2026 a street-level, india-focused look at why calcutta’s 2026 summer is not merely hot, but structurally dangerous: humidity, labor, housing, health surveillance, and the small tyrannies of daily life. 18 may 2026 (2) | ← newer post the calcutta summer of 2026 climate · 18 may 2026 (1) | 3 the calcutta summer of 2026 a street-level, india-focused look at why calcutta’s 2026 summer is not merely hot, but structurally dangerous: humidity, labor, housing, health surveillance, and the small tyrannies of daily life. climate 18 may 2026 (1) | climate the calcutta summer of 2026 shared topics: cooling (1) | climate the calcutta summer of 2026 shared topics: niño · heat (1) | climate the calcutta summer of 2026 shared topics: shade · heat (1) | heat action plan (1) | older post → the calcutta summer of 2026 climate · 18 may 2026 (1)",linked,false,false,,false,rendered_dom
https://www.suvroghosh.in/blog/engineering-blog/sql-or-sequel-the-immortal-language-of-data,8,60,8,2,true,8,20,component-001,935,0.001291876,category:engineering-blog,4,2,"sql, or sequel: the immortal language of data ai & technology 31 jul 2026 (4) | ← newer post sql, or sequel: the immortal language of data engineering blog · 31 jul 2026 (1) | engineering blog sql, or sequel: the immortal language of data more in engineering blog (1) | engineering blog sql, or sequel: the immortal language of data shared topics: sql (1) | older post → sql, or sequel: the immortal language of data engineering blog · 31 jul 2026 (1)",linked,false,false,6,false,rendered_dom
https://www.suvroghosh.in/blog/essay,35,63,34,2,true,34,28,component-001,935,0.0018828012,writing,3,2,"essay (31) | 1 (2) | ← previous (1) | essay 31 posts dhhur, or the recyclable meat hypothesis rictus calcuttensis: notes on the geology of the failed smile the tea cools to the temperature of defeat (1)",linked,false,false,4,false,rendered_dom
https://www.suvroghosh.in/blog/essay/a-cup-of-cha-is-not-a-small-thing,10,62,10,2,true,10,22,component-001,935,0.001466626,category:essay,6,1,"a cup of cha is not a small thing essays 4 jun 2026 (5) | ← newer post a cup of cha is not a small thing essay · 4 jun 2026 (1) | 1 a cup of cha is not a small thing tea looks like a humble brown drink, but inside that cup sits china, empire, stolen plants, bengali roadside life, colonial labor, and the merciless physics of cooling. essay 4 jun 2026 (1) | essay a cup of cha is not a small thing shared topics: chinese · china (1) | essay a cup of cha is not a small thing shared topics: tea (1) | older post → a cup of cha is not a small thing essay · 4 jun 2026 (1)",linked,false,false,,false,rendered_dom
https://www.suvroghosh.in/blog/essay/dhhur,9,61,9,2,true,9,21,component-001,935,0.0026259741,category:essay,5,3,"dhhur, or the recyclable meat hypothesis essays 3 aug 2026 (4) | ← newer post dhhur, or the recyclable meat hypothesis essay · 3 aug 2026 (1) | essay · 3 aug 2026 dhhur, or the recyclable meat hypothesis a manic-depressive meditation on ai obsolescence, corporate weaponry, bengali exhaustion, and human worth measured in gigawatts. (1) | essay dhhur, or the recyclable meat hypothesis shared topics: astra · openai (1) | essay dhhur, or the recyclable meat hypothesis shared topics: harvest (1) | older post → dhhur, or the recyclable meat hypothesis essay · 3 aug 2026 (1)",linked,false,false,4,false,rendered_dom
https://www.suvroghosh.in/blog/essay/rictus-calcuttensis,7,61,7,2,true,7,21,component-001,935,0.001222091,category:essay,4,1,rictus calcuttensis: notes on the geology of the failed smile essays 30 jul 2026 (4) | ← newer post rictus calcuttensis: notes on the geology of the failed smile essay · 30 jul 2026 (1) | essay rictus calcuttensis: notes on the geology of the failed smile shared topics: smile · happiness (1) | older post → rictus calcuttensis: notes on the geology of the failed smile essay · 30 jul 2026 (1),linked,false,false,6,false,rendered_dom
https://www.suvroghosh.in/blog/essay/the-fat-animal-in-the-mirror,7,62,7,2,true,7,22,component-001,935,0.0003021531,category:essay,5,0,the fat animal in the mirror essays 15 may 2026 (4) | ← newer post the fat animal in the mirror essay · 15 may 2026 (1) | older post → the fat animal in the mirror essay · 15 may 2026 (1) | song essay the fat animal in the mirror 15 may 2026 (1),linked,false,false,,false,rendered_dom
https://www.suvroghosh.in/blog/essay/the-urine-of-discontent,7,61,7,2,true,7,21,component-001,935,0.0004514262,category:essay,4,0,the urine of discontent: a recursive monologue essays 26 jul 2026 (4) | essay the urine of discontent: a recursive monologue shared topics: cyclospora (1) | essay the urine of discontent: a recursive monologue shared topics: rogue (1) | older post → the urine of discontent: a recursive monologue essay · 26 jul 2026 (1),linked,false,false,6,false,rendered_dom
https://www.suvroghosh.in/blog/games/calcutta-footpath-simulator-ekdom-side-diye-jaan,9,3,7,2,true,7,2,component-001,935,0.0027847354,category:games,5,0,"calcutta footpath simulator: ekdom side diye jaan the lab 25 jul 2026 (3) | game games calcutta footpath simulator: ekdom side diye jaan updated 25 jul 2026 · 3–7 min play read (2) | ← newer post calcutta footpath simulator: ekdom side diye jaan games · 25 jul 2026 (1) | game games calcutta footpath simulator: ekdom side diye jaan a full-screen calcutta survival game where potholes, drains, cows, motorbikes, hawkers, snacks, and municipal entropy sabotage one ordinary walk. updated 25 jul 2026 · 3–7 min play read (1) | new play now → a municipal survival game calcutta footpath simulator: ekdom side diye jaan a full-screen calcutta survival game where potholes, drains, cows, motorbikes, hawkers, snacks, and municipal entropy sabotage one ordinary walk. controls keyboard · touch · gamepad one walk 3–7 minutes works on desktop · mobile · tablet (1) | older post → calcutta footpath simulator: ekdom side diye jaan games · 25 jul 2026 (1)",linked,false,false,10,true,rendered_dom
https://www.suvroghosh.in/blog/healthcare-it,33,63,32,2,true,32,28,component-001,935,0.0043685684,writing,4,2,"healthcare it (28) | 1 (2) | ← previous (1) | browse all healthcare it writing → (1) | healthcare it 28 posts chatgpt enters healthcare, and compliance is the easy part why you still want to read a healthcare it blog in the age of ai fhir and the clerk with the clipboard (1)",linked,false,false,,false,rendered_dom
https://www.suvroghosh.in/blog/healthcare-it/confounding-factors-healthcare-it-analytics,17,67,14,2,true,14,24,component-001,935,0.0035291569,category:healthcare-it,7,1,"confounding factors (4) | confounding factors healthcare it 22 apr 2026 (4) | article healthcare it confounding factors updated 23 jul 2026 (2) | ← newer post confounding factors healthcare it · 22 apr 2026 (1) | article healthcare it confounding factors how confounding enters healthcare analytics through workflows, selection, time, missingness, and site differences—and how to design more honest analyses. updated 23 jul 2026 (1) | clinical analytics · 22 apr 2026 confounding factors how confounding enters healthcare analytics through workflows, selection, time, missingness, and site differences—and how to design more honest analyses. read analysis → (1) | confounding (1) | healthcare it confounding factors how confounding enters healthcare analytics through workflows, selection, time, missingness, and site differences—and how to design more honest analyses. (1) | healthcare it confounding factors shared topics: healthcare data (1) | older post → confounding factors healthcare it · 22 apr 2026 (1)",linked,false,false,2,false,rendered_dom
https://www.suvroghosh.in/blog/healthcare-it/database-first-principles,12,68,12,2,true,12,25,component-001,935,0.0006195452,category:healthcare-it,5,0,databases and data warehouses healthcare it 23 apr 2026 (4) | ← newer post databases and data warehouses healthcare it · 23 apr 2026 (1) | article healthcare it databases and data warehouses updated 23 jul 2026 (1) | databases and data warehouses (1) | healthcare it databases and data warehouses more in healthcare it (1) | healthcare it databases and data warehouses shared topics: architecture (1) | healthcare it databases and data warehouses shared topics: data quality · health level seven (1) | healthcare it databases and data warehouses shared topics: operational · warehouse (1) | older post → databases and data warehouses healthcare it · 23 apr 2026 (1),linked,false,false,,false,rendered_dom
https://www.suvroghosh.in/blog/healthcare-it/fhir-the-universal-language-of-health-data,24,65,20,2,true,20,23,component-001,935,0.0051879699,category:healthcare-it,9,2,"fhir (7) | fhir and the clerk with the clipboard healthcare it 23 jun 2026 (5) | article healthcare it fhir and the clerk with the clipboard updated 23 jul 2026 (2) | ← newer post fhir and the clerk with the clipboard healthcare it · 23 jun 2026 (1) | 2 fhir and the clerk with the clipboard how fhir uses web apis, resources, profiles, and terminology to exchange health data—and why a standard alone cannot fix fragmented care. healthcare it 23 jun 2026 (1) | article healthcare it fhir and the clerk with the clipboard how fhir uses web apis, resources, profiles, and terminology to exchange health data—and why a standard alone cannot fix fragmented care. updated 23 jul 2026 (1) | healthcare it fhir and the clerk with the clipboard how fhir uses web apis, resources, profiles, and terminology to exchange health data—and why a standard alone cannot fix fragmented care. (1) | healthcare it fhir and the clerk with the clipboard shared topics: blood pressure (1) | healthcare it fhir and the clerk with the clipboard shared topics: health (1) | healthcare it fhir and the clerk with the clipboard shared topics: hl7 · fhir (1) | healthcare it fhir and the clerk with the clipboard shared topics: united states (1) | interoperability & standards · 23 jun 2026 fhir and the clerk with the clipboard how fhir uses web apis, resources, profiles, and terminology to exchange health data—and why a standard alone cannot fix fragmented care. read analysis → (1) | older post → fhir and the clerk with the clipboard healthcare it · 23 jun 2026 (1)",linked,false,false,2,false,rendered_dom
https://www.suvroghosh.in/blog/healthcare-it/hie-first-principles-openhie,16,68,14,2,true,14,24,component-001,935,0.0030499197,category:healthcare-it,7,1,"hie from first principles healthcare it 21 apr 2026 (4) | hie from first principles (3) | ← newer post hie from first principles healthcare it · 21 apr 2026 (1) | 3 hie from first principles how health information exchange and openhie coordinate patient identity, terminology, provenance, registries, and shared records across health systems. healthcare it 21 apr 2026 (1) | article healthcare it hie from first principles how health information exchange and openhie coordinate patient identity, terminology, provenance, registries, and shared records across health systems. updated 23 jul 2026 (1) | article healthcare it hie from first principles updated 23 jul 2026 (1) | healthcare it hie from first principles how health information exchange and openhie coordinate patient identity, terminology, provenance, registries, and shared records across health systems. (1) | healthcare it hie from first principles shared topics: data provenance (1) | healthcare it hie from first principles shared topics: data provenance · fhir (1) | hie (1) | older post → hie from first principles healthcare it · 21 apr 2026 (1)",linked,false,false,,false,rendered_dom
