requested_url,hop,from_url,status,location_header,to_url,response_time_ms,crawl_elapsed_ms_including_rate_limit,final_url,total_hops,loop_or_error
https://www.suvroghosh.in/blog/personal/-a-read-this-first,1,https://www.suvroghosh.in/blog/personal/-a-read-this-first,308,/blog/personal/schooling-in-calcutta,https://www.suvroghosh.in/blog/personal/schooling-in-calcutta,874.26,3970.13,https://www.suvroghosh.in/blog/personal/schooling-in-calcutta,1,
https://www.suvroghosh.in/blog/topics/ai-driven-healthcare,1,https://www.suvroghosh.in/blog/topics/ai-driven-healthcare,308,/topics/healthcare-ai,https://www.suvroghosh.in/topics/healthcare-ai,600.71,2907.01,https://www.suvroghosh.in/topics/healthcare-ai,1,
https://www.suvroghosh.in/blog/topics/ai-songs,1,https://www.suvroghosh.in/blog/topics/ai-songs,308,/topics/songs,https://www.suvroghosh.in/topics/songs,262.12,2797.07,https://www.suvroghosh.in/topics/songs,1,
https://www.suvroghosh.in/blog/topics/bipolar,1,https://www.suvroghosh.in/blog/topics/bipolar,308,/topics/bipolar-depression,https://www.suvroghosh.in/topics/bipolar-depression,281.02,3459.8,https://www.suvroghosh.in/topics/bipolar-depression,1,
https://www.suvroghosh.in/blog/topics/bipolar-depression,1,https://www.suvroghosh.in/blog/topics/bipolar-depression,308,/topics/bipolar-depression,https://www.suvroghosh.in/topics/bipolar-depression,289.09,4700.53,https://www.suvroghosh.in/topics/bipolar-depression,1,
https://www.suvroghosh.in/blog/topics/bipolar-disorder,1,https://www.suvroghosh.in/blog/topics/bipolar-disorder,308,/topics/bipolar-depression,https://www.suvroghosh.in/topics/bipolar-depression,274.79,4161.93,https://www.suvroghosh.in/topics/bipolar-depression,1,
https://www.suvroghosh.in/blog/topics/calcutta,1,https://www.suvroghosh.in/blog/topics/calcutta,308,/topics/calcutta,https://www.suvroghosh.in/topics/calcutta,530.03,2756.94,https://www.suvroghosh.in/topics/calcutta,1,
https://www.suvroghosh.in/blog/topics/clinical-ai,1,https://www.suvroghosh.in/blog/topics/clinical-ai,308,/topics/healthcare-ai,https://www.suvroghosh.in/topics/healthcare-ai,486.43,3095.27,https://www.suvroghosh.in/topics/healthcare-ai,1,
https://www.suvroghosh.in/blog/topics/codex,1,https://www.suvroghosh.in/blog/topics/codex,308,/topics/codex-desktop,https://www.suvroghosh.in/topics/codex-desktop,381.4,1955.02,https://www.suvroghosh.in/topics/codex-desktop,1,
https://www.suvroghosh.in/blog/topics/codex-desktop,1,https://www.suvroghosh.in/blog/topics/codex-desktop,308,/topics/codex-desktop,https://www.suvroghosh.in/topics/codex-desktop,1162.76,2518.31,https://www.suvroghosh.in/topics/codex-desktop,1,
https://www.suvroghosh.in/blog/topics/coding-agents,1,https://www.suvroghosh.in/blog/topics/coding-agents,308,/topics/codex-desktop,https://www.suvroghosh.in/topics/codex-desktop,278.69,1650.04,https://www.suvroghosh.in/topics/codex-desktop,1,
https://www.suvroghosh.in/blog/topics/depression,1,https://www.suvroghosh.in/blog/topics/depression,308,/topics/bipolar-depression,https://www.suvroghosh.in/topics/bipolar-depression,291.58,3772.16,https://www.suvroghosh.in/topics/bipolar-depression,1,
https://www.suvroghosh.in/blog/topics/depressive,1,https://www.suvroghosh.in/blog/topics/depressive,308,/topics/bipolar-depression,https://www.suvroghosh.in/topics/bipolar-depression,274.58,23802.26,https://www.suvroghosh.in/topics/bipolar-depression,1,
https://www.suvroghosh.in/blog/topics/draw,1,https://www.suvroghosh.in/blog/topics/draw,308,/topics/sketch,https://www.suvroghosh.in/topics/sketch,269.31,3749.55,https://www.suvroghosh.in/topics/sketch,1,
https://www.suvroghosh.in/blog/topics/drawing,1,https://www.suvroghosh.in/blog/topics/drawing,308,/topics/sketch,https://www.suvroghosh.in/topics/sketch,301.43,4019.71,https://www.suvroghosh.in/topics/sketch,1,
https://www.suvroghosh.in/blog/topics/fhir,1,https://www.suvroghosh.in/blog/topics/fhir,308,/topics/hl7-fhir,https://www.suvroghosh.in/topics/hl7-fhir,296.35,3638.48,https://www.suvroghosh.in/topics/hl7-fhir,1,
https://www.suvroghosh.in/blog/topics/health-level-seven,1,https://www.suvroghosh.in/blog/topics/health-level-seven,308,/topics/hl7-fhir,https://www.suvroghosh.in/topics/hl7-fhir,392.08,3124.2,https://www.suvroghosh.in/topics/hl7-fhir,1,
https://www.suvroghosh.in/blog/topics/healthcare-ai,1,https://www.suvroghosh.in/blog/topics/healthcare-ai,308,/topics/healthcare-ai,https://www.suvroghosh.in/topics/healthcare-ai,392.43,2805.2,https://www.suvroghosh.in/topics/healthcare-ai,1,
https://www.suvroghosh.in/blog/topics/healthcare-interoperability,1,https://www.suvroghosh.in/blog/topics/healthcare-interoperability,308,/topics/hl7-fhir,https://www.suvroghosh.in/topics/hl7-fhir,304.1,2997.44,https://www.suvroghosh.in/topics/hl7-fhir,1,
https://www.suvroghosh.in/blog/topics/hl7,1,https://www.suvroghosh.in/blog/topics/hl7,308,/topics/hl7-fhir,https://www.suvroghosh.in/topics/hl7-fhir,305,2728.08,https://www.suvroghosh.in/topics/hl7-fhir,1,
https://www.suvroghosh.in/blog/topics/hl7-version,1,https://www.suvroghosh.in/blog/topics/hl7-version,308,/topics/hl7-fhir,https://www.suvroghosh.in/topics/hl7-fhir,254.95,3226.61,https://www.suvroghosh.in/topics/hl7-fhir,1,
https://www.suvroghosh.in/blog/topics/interoperability,1,https://www.suvroghosh.in/blog/topics/interoperability,308,/topics/hl7-fhir,https://www.suvroghosh.in/topics/hl7-fhir,612.32,2976.15,https://www.suvroghosh.in/topics/hl7-fhir,1,
https://www.suvroghosh.in/blog/topics/kolkata,1,https://www.suvroghosh.in/blog/topics/kolkata,308,/topics/calcutta,https://www.suvroghosh.in/topics/calcutta,265.8,3604.84,https://www.suvroghosh.in/topics/calcutta,1,
https://www.suvroghosh.in/blog/topics/kolkata-civic-weather,1,https://www.suvroghosh.in/blog/topics/kolkata-civic-weather,308,/topics/calcutta,https://www.suvroghosh.in/topics/calcutta,595.34,4060.74,https://www.suvroghosh.in/topics/calcutta,1,
https://www.suvroghosh.in/blog/topics/mathematical,1,https://www.suvroghosh.in/blog/topics/mathematical,308,/topics/interactive-mathematics,https://www.suvroghosh.in/topics/interactive-mathematics,642.36,2020.7,https://www.suvroghosh.in/topics/interactive-mathematics,1,
https://www.suvroghosh.in/blog/topics/mathematics,1,https://www.suvroghosh.in/blog/topics/mathematics,308,/topics/interactive-mathematics,https://www.suvroghosh.in/topics/interactive-mathematics,314.02,2007.03,https://www.suvroghosh.in/topics/interactive-mathematics,1,
https://www.suvroghosh.in/blog/topics/monte-carlo,1,https://www.suvroghosh.in/blog/topics/monte-carlo,308,/topics/interactive-mathematics,https://www.suvroghosh.in/topics/interactive-mathematics,400.8,2004.43,https://www.suvroghosh.in/topics/interactive-mathematics,1,
https://www.suvroghosh.in/blog/topics/music,1,https://www.suvroghosh.in/blog/topics/music,308,/topics/songs,https://www.suvroghosh.in/topics/songs,290.73,4064.65,https://www.suvroghosh.in/topics/songs,1,
https://www.suvroghosh.in/blog/topics/probability,1,https://www.suvroghosh.in/blog/topics/probability,308,/topics/interactive-mathematics,https://www.suvroghosh.in/topics/interactive-mathematics,293.71,1480.53,https://www.suvroghosh.in/topics/interactive-mathematics,1,
https://www.suvroghosh.in/blog/topics/randomized-quasi-monte-carlo,1,https://www.suvroghosh.in/blog/topics/randomized-quasi-monte-carlo,308,/topics/interactive-mathematics,https://www.suvroghosh.in/topics/interactive-mathematics,272.46,2404.76,https://www.suvroghosh.in/topics/interactive-mathematics,1,
https://www.suvroghosh.in/blog/topics/semantic-interoperability,1,https://www.suvroghosh.in/blog/topics/semantic-interoperability,308,/topics/hl7-fhir,https://www.suvroghosh.in/topics/hl7-fhir,259.14,3005.35,https://www.suvroghosh.in/topics/hl7-fhir,1,
https://www.suvroghosh.in/blog/topics/sketch,1,https://www.suvroghosh.in/blog/topics/sketch,308,/topics/sketch,https://www.suvroghosh.in/topics/sketch,293.44,3716.5,https://www.suvroghosh.in/topics/sketch,1,
https://www.suvroghosh.in/blog/topics/song,1,https://www.suvroghosh.in/blog/topics/song,308,/topics/songs,https://www.suvroghosh.in/topics/songs,461.73,4787.04,https://www.suvroghosh.in/topics/songs,1,
https://www.suvroghosh.in/blog/topics/songs,1,https://www.suvroghosh.in/blog/topics/songs,308,/topics/songs,https://www.suvroghosh.in/topics/songs,272.05,4022.77,https://www.suvroghosh.in/topics/songs,1,
https://www.suvroghosh.in/blog/topics/south-calcutta,1,https://www.suvroghosh.in/blog/topics/south-calcutta,308,/topics/calcutta,https://www.suvroghosh.in/topics/calcutta,308.57,3938.04,https://www.suvroghosh.in/topics/calcutta,1,
https://www.suvroghosh.in/blog/topics/synthetic-music,1,https://www.suvroghosh.in/blog/topics/synthetic-music,308,/topics/songs,https://www.suvroghosh.in/topics/songs,296.14,24786.39,https://www.suvroghosh.in/topics/songs,1,
https://www.suvroghosh.in/blog/topics/unipolar-depression,1,https://www.suvroghosh.in/blog/topics/unipolar-depression,308,/topics/bipolar-depression,https://www.suvroghosh.in/topics/bipolar-depression,305.23,1759.41,https://www.suvroghosh.in/topics/bipolar-depression,1,
https://www.suvroghosh.in/tags/ai-driven-healthcare,1,https://www.suvroghosh.in/tags/ai-driven-healthcare,308,/topics/healthcare-ai,https://www.suvroghosh.in/topics/healthcare-ai,259.84,3121.29,https://www.suvroghosh.in/topics/healthcare-ai,1,
https://www.suvroghosh.in/tags/ai-songs,1,https://www.suvroghosh.in/tags/ai-songs,308,/topics/songs,https://www.suvroghosh.in/topics/songs,281.1,3515.65,https://www.suvroghosh.in/topics/songs,1,
https://www.suvroghosh.in/tags/bipolar,1,https://www.suvroghosh.in/tags/bipolar,308,/topics/bipolar-depression,https://www.suvroghosh.in/topics/bipolar-depression,802.81,4604.36,https://www.suvroghosh.in/topics/bipolar-depression,1,
https://www.suvroghosh.in/tags/bipolar-depression,1,https://www.suvroghosh.in/tags/bipolar-depression,308,/topics/bipolar-depression,https://www.suvroghosh.in/topics/bipolar-depression,288.74,4705.78,https://www.suvroghosh.in/topics/bipolar-depression,1,
https://www.suvroghosh.in/tags/bipolar-disorder,1,https://www.suvroghosh.in/tags/bipolar-disorder,308,/topics/bipolar-depression,https://www.suvroghosh.in/topics/bipolar-depression,286.55,4009.82,https://www.suvroghosh.in/topics/bipolar-depression,1,
https://www.suvroghosh.in/tags/calcutta,1,https://www.suvroghosh.in/tags/calcutta,308,/topics/calcutta,https://www.suvroghosh.in/topics/calcutta,1247.41,4370.55,https://www.suvroghosh.in/topics/calcutta,1,
https://www.suvroghosh.in/tags/clinical-ai,1,https://www.suvroghosh.in/tags/clinical-ai,308,/topics/healthcare-ai,https://www.suvroghosh.in/topics/healthcare-ai,276.11,2962.73,https://www.suvroghosh.in/topics/healthcare-ai,1,
https://www.suvroghosh.in/tags/codex,1,https://www.suvroghosh.in/tags/codex,308,/topics/codex-desktop,https://www.suvroghosh.in/topics/codex-desktop,272.53,2025.45,https://www.suvroghosh.in/topics/codex-desktop,1,
https://www.suvroghosh.in/tags/codex-desktop,1,https://www.suvroghosh.in/tags/codex-desktop,308,/topics/codex-desktop,https://www.suvroghosh.in/topics/codex-desktop,759.13,2264.1,https://www.suvroghosh.in/topics/codex-desktop,1,
https://www.suvroghosh.in/tags/coding-agents,1,https://www.suvroghosh.in/tags/coding-agents,308,/topics/codex-desktop,https://www.suvroghosh.in/topics/codex-desktop,275.94,1746.93,https://www.suvroghosh.in/topics/codex-desktop,1,
https://www.suvroghosh.in/tags/depression,1,https://www.suvroghosh.in/tags/depression,308,/topics/bipolar-depression,https://www.suvroghosh.in/topics/bipolar-depression,297.75,3502.1,https://www.suvroghosh.in/topics/bipolar-depression,1,
https://www.suvroghosh.in/tags/depressive,1,https://www.suvroghosh.in/tags/depressive,308,/topics/bipolar-depression,https://www.suvroghosh.in/topics/bipolar-depression,292.82,3754.09,https://www.suvroghosh.in/topics/bipolar-depression,1,
https://www.suvroghosh.in/tags/draw,1,https://www.suvroghosh.in/tags/draw,308,/topics/sketch,https://www.suvroghosh.in/topics/sketch,288.2,3837.74,https://www.suvroghosh.in/topics/sketch,1,
https://www.suvroghosh.in/tags/drawing,1,https://www.suvroghosh.in/tags/drawing,308,/topics/sketch,https://www.suvroghosh.in/topics/sketch,291.15,3783.9,https://www.suvroghosh.in/topics/sketch,1,
https://www.suvroghosh.in/tags/fhir,1,https://www.suvroghosh.in/tags/fhir,308,/topics/hl7-fhir,https://www.suvroghosh.in/topics/hl7-fhir,269.48,4104.26,https://www.suvroghosh.in/topics/hl7-fhir,1,
https://www.suvroghosh.in/tags/health-level-seven,1,https://www.suvroghosh.in/tags/health-level-seven,308,/topics/hl7-fhir,https://www.suvroghosh.in/topics/hl7-fhir,268.51,2924.6,https://www.suvroghosh.in/topics/hl7-fhir,1,
https://www.suvroghosh.in/tags/healthcare-ai,1,https://www.suvroghosh.in/tags/healthcare-ai,308,/topics/healthcare-ai,https://www.suvroghosh.in/topics/healthcare-ai,478.77,3025.26,https://www.suvroghosh.in/topics/healthcare-ai,1,
https://www.suvroghosh.in/tags/healthcare-interoperability,1,https://www.suvroghosh.in/tags/healthcare-interoperability,308,/topics/hl7-fhir,https://www.suvroghosh.in/topics/hl7-fhir,509.18,2900.26,https://www.suvroghosh.in/topics/hl7-fhir,1,
https://www.suvroghosh.in/tags/hl7,1,https://www.suvroghosh.in/tags/hl7,308,/topics/hl7-fhir,https://www.suvroghosh.in/topics/hl7-fhir,798.77,3577.53,https://www.suvroghosh.in/topics/hl7-fhir,1,
https://www.suvroghosh.in/tags/hl7-version,1,https://www.suvroghosh.in/tags/hl7-version,308,/topics/hl7-fhir,https://www.suvroghosh.in/topics/hl7-fhir,413.77,3525.4,https://www.suvroghosh.in/topics/hl7-fhir,1,
https://www.suvroghosh.in/tags/interoperability,1,https://www.suvroghosh.in/tags/interoperability,308,/topics/hl7-fhir,https://www.suvroghosh.in/topics/hl7-fhir,299.88,2768.14,https://www.suvroghosh.in/topics/hl7-fhir,1,
https://www.suvroghosh.in/tags/kolkata,1,https://www.suvroghosh.in/tags/kolkata,308,/topics/calcutta,https://www.suvroghosh.in/topics/calcutta,377.05,3045.27,https://www.suvroghosh.in/topics/calcutta,1,
https://www.suvroghosh.in/tags/kolkata-civic-weather,1,https://www.suvroghosh.in/tags/kolkata-civic-weather,308,/topics/calcutta,https://www.suvroghosh.in/topics/calcutta,350.53,3960.93,https://www.suvroghosh.in/topics/calcutta,1,
https://www.suvroghosh.in/tags/mathematical,1,https://www.suvroghosh.in/tags/mathematical,308,/topics/interactive-mathematics,https://www.suvroghosh.in/topics/interactive-mathematics,361.33,1854.35,https://www.suvroghosh.in/topics/interactive-mathematics,1,
https://www.suvroghosh.in/tags/mathematics,1,https://www.suvroghosh.in/tags/mathematics,308,/topics/interactive-mathematics,https://www.suvroghosh.in/topics/interactive-mathematics,267.88,2179.68,https://www.suvroghosh.in/topics/interactive-mathematics,1,
https://www.suvroghosh.in/tags/monte-carlo,1,https://www.suvroghosh.in/tags/monte-carlo,308,/topics/interactive-mathematics,https://www.suvroghosh.in/topics/interactive-mathematics,284.25,2044.49,https://www.suvroghosh.in/topics/interactive-mathematics,1,
https://www.suvroghosh.in/tags/music,1,https://www.suvroghosh.in/tags/music,308,/topics/songs,https://www.suvroghosh.in/topics/songs,292.45,4036.09,https://www.suvroghosh.in/topics/songs,1,
https://www.suvroghosh.in/tags/probability,1,https://www.suvroghosh.in/tags/probability,308,/topics/interactive-mathematics,https://www.suvroghosh.in/topics/interactive-mathematics,816.86,2510.39,https://www.suvroghosh.in/topics/interactive-mathematics,1,
https://www.suvroghosh.in/tags/randomized-quasi-monte-carlo,1,https://www.suvroghosh.in/tags/randomized-quasi-monte-carlo,308,/topics/interactive-mathematics,https://www.suvroghosh.in/topics/interactive-mathematics,290.71,2191.26,https://www.suvroghosh.in/topics/interactive-mathematics,1,
https://www.suvroghosh.in/tags/semantic-interoperability,1,https://www.suvroghosh.in/tags/semantic-interoperability,308,/topics/hl7-fhir,https://www.suvroghosh.in/topics/hl7-fhir,265.24,2944.89,https://www.suvroghosh.in/topics/hl7-fhir,1,
https://www.suvroghosh.in/tags/sketch,1,https://www.suvroghosh.in/tags/sketch,308,/topics/sketch,https://www.suvroghosh.in/topics/sketch,263.97,3910.8,https://www.suvroghosh.in/topics/sketch,1,
https://www.suvroghosh.in/tags/song,1,https://www.suvroghosh.in/tags/song,308,/topics/songs,https://www.suvroghosh.in/topics/songs,314.08,4073.01,https://www.suvroghosh.in/topics/songs,1,
https://www.suvroghosh.in/tags/songs,1,https://www.suvroghosh.in/tags/songs,308,/topics/songs,https://www.suvroghosh.in/topics/songs,289.41,8118.66,https://www.suvroghosh.in/topics/songs,1,
https://www.suvroghosh.in/tags/south-calcutta,1,https://www.suvroghosh.in/tags/south-calcutta,308,/topics/calcutta,https://www.suvroghosh.in/topics/calcutta,296.53,3960.43,https://www.suvroghosh.in/topics/calcutta,1,
https://www.suvroghosh.in/tags/synthetic-music,1,https://www.suvroghosh.in/tags/synthetic-music,308,/topics/songs,https://www.suvroghosh.in/topics/songs,271.42,3121.55,https://www.suvroghosh.in/topics/songs,1,
https://www.suvroghosh.in/tags/unipolar-depression,1,https://www.suvroghosh.in/tags/unipolar-depression,308,/topics/bipolar-depression,https://www.suvroghosh.in/topics/bipolar-depression,437.36,24060.93,https://www.suvroghosh.in/topics/bipolar-depression,1,
