raw_path,raw_url,analytics_status,canonical_url,reconciliation_status,mapping_evidence,live_http_status,live_redirect_hops,live_final_url,canonical_technically_eligible,visitors_28d_raw,page_views_estimate_28d_raw,page_views_precision_raw,canonical_group_member_count,canonical_group_paths,canonical_visitors_28d_conservative_max_not_sum,canonical_visitors_28d_raw_sum_not_used,canonical_page_views_28d_conservative_max_not_sum,canonical_page_views_28d_raw_sum_not_used,canonical_page_views_precision,canonical_group_representative,window,caveat
[REDACTED_ACCOUNT_OR_OWNER_ROUTES],,AGGREGATED_REDACTED_NON_UNIQUE,,EXCLUDED_AGGREGATED_NON_UNIQUE,SANITIZED_SOURCE_AGGREGATE,,,,,12,29,AGGREGATED_EXACT_UI_LABEL,,,,,,,,,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,Sanitized non-unique aggregate excluded from every canonical total.
/blog/archive/2019,https://www.suvroghosh.in/blog/archive/2019,OBSERVED,https://www.suvroghosh.in/blog/archive/2019,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/archive/2019,true,3,3,EXACT_UI_LABEL,1,/blog/archive/2019,3,3,3,3,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/archive/2024,https://www.suvroghosh.in/blog/archive/2024,OBSERVED,https://www.suvroghosh.in/blog/archive/2024,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/archive/2024,true,3,4,EXACT_UI_LABEL,1,/blog/archive/2024,3,3,4,4,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/archive/2026,https://www.suvroghosh.in/blog/archive/2026,OBSERVED,https://www.suvroghosh.in/blog/archive/2026,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/archive/2026,true,8,15,EXACT_UI_LABEL,1,/blog/archive/2026,8,8,15,15,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/archive/2026/04,https://www.suvroghosh.in/blog/archive/2026/04,OBSERVED,https://www.suvroghosh.in/blog/archive/2026/04,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/archive/2026/04,true,2,2,EXACT_UI_LABEL,1,/blog/archive/2026/04,2,2,2,2,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/artificial-intelligence/ai-meaningful-work-trust-collapse,https://www.suvroghosh.in/blog/artificial-intelligence/ai-meaningful-work-trust-collapse,OBSERVED,https://www.suvroghosh.in/blog/artificial-intelligence/ai-meaningful-work-trust-collapse,CANONICAL_SELF,REDIRECT_HOP | URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/artificial-intelligence/ai-meaningful-work-trust-collapse,true,2,2,EXACT_UI_LABEL,1,/blog/artificial-intelligence/ai-meaningful-work-trust-collapse,2,2,2,2,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/artificial-intelligence/asimovs-missing-laws,https://www.suvroghosh.in/blog/artificial-intelligence/asimovs-missing-laws,OBSERVED,https://www.suvroghosh.in/blog/artificial-intelligence/asimovs-missing-laws,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/artificial-intelligence/asimovs-missing-laws,true,2,2,EXACT_UI_LABEL,1,/blog/artificial-intelligence/asimovs-missing-laws,2,2,2,2,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/artificial-intelligence/open-ai-astra-broke-mathematics,https://www.suvroghosh.in/blog/artificial-intelligence/open-ai-astra-broke-mathematics,OBSERVED,https://www.suvroghosh.in/blog/artificial-intelligence/open-ai-astra-broke-mathematics,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/artificial-intelligence/open-ai-astra-broke-mathematics,true,10,15,EXACT_UI_LABEL,1,/blog/artificial-intelligence/open-ai-astra-broke-mathematics,10,10,15,15,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/artificial-intelligence/physics-and-deep-neural-networks-calcutta-scale-story,https://www.suvroghosh.in/blog/artificial-intelligence/physics-and-deep-neural-networks-calcutta-scale-story,OBSERVED,https://www.suvroghosh.in/blog/artificial-intelligence/physics-and-deep-neural-networks-calcutta-scale-story,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/artificial-intelligence/physics-and-deep-neural-networks-calcutta-scale-story,true,1,1,EXACT_UI_LABEL,1,/blog/artificial-intelligence/physics-and-deep-neural-networks-calcutta-scale-story,1,1,1,1,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/artificial-intelligence/the-machine-that-cannot-defecate,https://www.suvroghosh.in/blog/artificial-intelligence/the-machine-that-cannot-defecate,OBSERVED,https://www.suvroghosh.in/blog/artificial-intelligence/the-machine-that-cannot-defecate,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/artificial-intelligence/the-machine-that-cannot-defecate,true,3,3,EXACT_UI_LABEL,1,/blog/artificial-intelligence/the-machine-that-cannot-defecate,3,3,3,3,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/artificial-intelligence/the-overzealous-credulity-crisis,https://www.suvroghosh.in/blog/artificial-intelligence/the-overzealous-credulity-crisis,OBSERVED,https://www.suvroghosh.in/blog/artificial-intelligence/the-overzealous-credulity-crisis,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/artificial-intelligence/the-overzealous-credulity-crisis,true,2,2,EXACT_UI_LABEL,1,/blog/artificial-intelligence/the-overzealous-credulity-crisis,2,2,2,2,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/artificial-intelligence/the-unlearning-cartography,https://www.suvroghosh.in/blog/artificial-intelligence/the-unlearning-cartography,OBSERVED,https://www.suvroghosh.in/blog/artificial-intelligence/the-unlearning-cartography,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/artificial-intelligence/the-unlearning-cartography,true,5,7,EXACT_UI_LABEL,1,/blog/artificial-intelligence/the-unlearning-cartography,5,5,7,7,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/calcutta/calcutta-tea-stall-evening-adda,https://www.suvroghosh.in/blog/calcutta/calcutta-tea-stall-evening-adda,OBSERVED,https://www.suvroghosh.in/blog/calcutta/calcutta-tea-stall-evening-adda,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/calcutta/calcutta-tea-stall-evening-adda,true,4,4,EXACT_UI_LABEL,1,/blog/calcutta/calcutta-tea-stall-evening-adda,4,4,4,4,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/calcutta/the-zeitgeist-of-calcutta-has-changed,https://www.suvroghosh.in/blog/calcutta/the-zeitgeist-of-calcutta-has-changed,OBSERVED,https://www.suvroghosh.in/blog/calcutta/the-zeitgeist-of-calcutta-has-changed,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/calcutta/the-zeitgeist-of-calcutta-has-changed,true,5,7,EXACT_UI_LABEL,1,/blog/calcutta/the-zeitgeist-of-calcutta-has-changed,5,5,7,7,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/career/the-new-mantra,https://www.suvroghosh.in/blog/career/the-new-mantra,OBSERVED,https://www.suvroghosh.in/blog/career/the-new-mantra,CANONICAL_SELF,REDIRECT_HOP | URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/career/the-new-mantra,true,6,8,EXACT_UI_LABEL,1,/blog/career/the-new-mantra,6,6,8,8,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/computer-science/algorithmic-complexity-in-the-age-of-ai,https://www.suvroghosh.in/blog/computer-science/algorithmic-complexity-in-the-age-of-ai,OBSERVED,https://www.suvroghosh.in/blog/computer-science/algorithmic-complexity-in-the-age-of-ai,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/computer-science/algorithmic-complexity-in-the-age-of-ai,true,10,11,EXACT_UI_LABEL,1,/blog/computer-science/algorithmic-complexity-in-the-age-of-ai,10,10,11,11,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/culture/hilsa-and-the-family-court-of-appetite,https://www.suvroghosh.in/blog/culture/hilsa-and-the-family-court-of-appetite,OBSERVED,https://www.suvroghosh.in/blog/culture/hilsa-and-the-family-court-of-appetite,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/culture/hilsa-and-the-family-court-of-appetite,true,2,2,EXACT_UI_LABEL,1,/blog/culture/hilsa-and-the-family-court-of-appetite,2,2,2,2,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/culture/the-humidity-of-proof,https://www.suvroghosh.in/blog/culture/the-humidity-of-proof,OBSERVED,https://www.suvroghosh.in/blog/culture/the-humidity-of-proof,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/culture/the-humidity-of-proof,true,2,2,EXACT_UI_LABEL,1,/blog/culture/the-humidity-of-proof,2,2,2,2,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/culture/when-variety-starts-wearing-the-same-shirt,https://www.suvroghosh.in/blog/culture/when-variety-starts-wearing-the-same-shirt,OBSERVED,https://www.suvroghosh.in/blog/culture/when-variety-starts-wearing-the-same-shirt,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/culture/when-variety-starts-wearing-the-same-shirt,true,1,3,EXACT_UI_LABEL,1,/blog/culture/when-variety-starts-wearing-the-same-shirt,1,1,3,3,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/economics/kenneth-arrow-medical-care,https://www.suvroghosh.in/blog/economics/kenneth-arrow-medical-care,OBSERVED,https://www.suvroghosh.in/blog/economics/kenneth-arrow-medical-care,CANONICAL_SELF,REDIRECT_HOP | URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/economics/kenneth-arrow-medical-care,true,8,11,EXACT_UI_LABEL,1,/blog/economics/kenneth-arrow-medical-care,8,8,11,11,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/education/english-is-not-a-subject-it-is-a-passport,https://www.suvroghosh.in/blog/education/english-is-not-a-subject-it-is-a-passport,OBSERVED,https://www.suvroghosh.in/blog/education/english-is-not-a-subject-it-is-a-passport,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/education/english-is-not-a-subject-it-is-a-passport,true,5,5,EXACT_UI_LABEL,1,/blog/education/english-is-not-a-subject-it-is-a-passport,5,5,5,5,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/engineering-blog,https://www.suvroghosh.in/blog/engineering-blog,OBSERVED,https://www.suvroghosh.in/blog/engineering-blog,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/engineering-blog,true,3,3,EXACT_UI_LABEL,1,/blog/engineering-blog,3,3,3,3,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/engineering-blog/mojo-the-python-killer,https://www.suvroghosh.in/blog/engineering-blog/mojo-the-python-killer,OBSERVED,https://www.suvroghosh.in/blog/engineering-blog/mojo-the-python-killer,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/engineering-blog/mojo-the-python-killer,true,9,16,EXACT_UI_LABEL,1,/blog/engineering-blog/mojo-the-python-killer,9,9,16,16,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/engineering-blog/sql-or-sequel-the-immortal-language-of-data,https://www.suvroghosh.in/blog/engineering-blog/sql-or-sequel-the-immortal-language-of-data,OBSERVED,https://www.suvroghosh.in/blog/engineering-blog/sql-or-sequel-the-immortal-language-of-data,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/engineering-blog/sql-or-sequel-the-immortal-language-of-data,true,6,8,EXACT_UI_LABEL,1,/blog/engineering-blog/sql-or-sequel-the-immortal-language-of-data,6,6,8,8,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/essay,https://www.suvroghosh.in/blog/essay,OBSERVED,https://www.suvroghosh.in/blog/essay,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/essay,true,4,5,EXACT_UI_LABEL,1,/blog/essay,4,4,5,5,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/essay/arachnoid-in-the-boondocks,https://www.suvroghosh.in/blog/essay/arachnoid-in-the-boondocks,OBSERVED,https://www.suvroghosh.in/blog/essay/arachnoid-in-the-boondocks,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/essay/arachnoid-in-the-boondocks,true,8,8,EXACT_UI_LABEL,1,/blog/essay/arachnoid-in-the-boondocks,8,8,8,8,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/essay/cholai-bengali-moonshine-chemistry-of-forgetting,https://www.suvroghosh.in/blog/essay/cholai-bengali-moonshine-chemistry-of-forgetting,OBSERVED,https://www.suvroghosh.in/blog/essay/cholai-bengali-moonshine-chemistry-of-forgetting,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/essay/cholai-bengali-moonshine-chemistry-of-forgetting,true,1,2,EXACT_UI_LABEL,1,/blog/essay/cholai-bengali-moonshine-chemistry-of-forgetting,1,1,2,2,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/essay/dhhur,https://www.suvroghosh.in/blog/essay/dhhur,OBSERVED,https://www.suvroghosh.in/blog/essay/dhhur,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/essay/dhhur,true,4,4,EXACT_UI_LABEL,1,/blog/essay/dhhur,4,4,4,4,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/essay/flood_of_kakistocracy,https://www.suvroghosh.in/blog/essay/flood_of_kakistocracy,OBSERVED,https://www.suvroghosh.in/blog/essay/flood_of_kakistocracy,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/essay/flood_of_kakistocracy,true,3,5,EXACT_UI_LABEL,1,/blog/essay/flood_of_kakistocracy,3,3,5,5,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/essay/lumpy-edge-of-bijon-setu,https://www.suvroghosh.in/blog/essay/lumpy-edge-of-bijon-setu,OBSERVED,https://www.suvroghosh.in/blog/essay/lumpy-edge-of-bijon-setu,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/essay/lumpy-edge-of-bijon-setu,true,6,7,EXACT_UI_LABEL,1,/blog/essay/lumpy-edge-of-bijon-setu,6,6,7,7,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/essay/reading-is-not-homework-it-is-how-the-mind-keeps-change,https://www.suvroghosh.in/blog/essay/reading-is-not-homework-it-is-how-the-mind-keeps-change,OBSERVED,https://www.suvroghosh.in/blog/essay/reading-is-not-homework-it-is-how-the-mind-keeps-change,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/essay/reading-is-not-homework-it-is-how-the-mind-keeps-change,true,2,2,EXACT_UI_LABEL,1,/blog/essay/reading-is-not-homework-it-is-how-the-mind-keeps-change,2,2,2,2,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
/blog/essay/recidivism-of-fraud-and-superstition-in-india,https://www.suvroghosh.in/blog/essay/recidivism-of-fraud-and-superstition-in-india,OBSERVED,https://www.suvroghosh.in/blog/essay/recidivism-of-fraud-and-superstition-in-india,CANONICAL_SELF,URL_INVENTORY_FINAL | URL_INVENTORY_REQUESTED,200,0,https://www.suvroghosh.in/blog/essay/recidivism-of-fraud-and-superstition-in-india,true,3,3,EXACT_UI_LABEL,1,/blog/essay/recidivism-of-fraud-and-superstition-in-india,3,3,3,3,EXACT_UI_LABEL,true,2026-07-09 12:30 to 2026-08-06 13:29 Asia/Calcutta,"Canonical group uses maxima, never sums; route visitors overlap and the Vercel data remains automation-contaminated."
